1	16170.36
2	16442.2
3	16175.09
4	15885.02
5	15865.25
6	15683.37
7	15601.5
8	15282.01
9	15451.31
10	15696.64
11	15712.75
12	15611.76
13	15927.9
14	15983.08
15	15657.82
16	15605.48
17	15840.96
18	16156.33
19	16349.25
20	16332.56
21	16302.76
22	16346.26
23	16340.87
24	16388.24
25	16511.18
26	16742.39
27	16698.32
28	16685.97
29	16794.87
30	16832.62
31	16801.54
32	16736.03
33	16920.79
34	17019.88
35	16920.58
36	16737.08
37	16735.02
38	16828.67
39	16857.05
40	17187.9
41	17173.12
42	17133.13
43	17192.53
44	17343.55
45	17608.44
46	17667.56
47	17688.88
48	17857.02
49	17862.23
50	17721.59
51	17689.36
52	17496.82
53	17717.65
54	17805.16
55	17858.68
56	17732.6
57	17879.3
58	18028.76
59	18188.3
60	18352.76
61	18403.74
62	18429.29
63	18647.45
64	18283.41
65	18398.45
66	18472.57
67	18509.34
68	17996.92
69	17871.22
70	17726.94
71	18007.57
72	17997.35
73	17342.41
74	17181.72
75	17357.88
76	17370.2
77	17147.42
78	17599.4
79	17194.15
80	16776.16
81	16200.08
82	16366.85
83	16195.81
84	16660.02
85	16745.3
86	16780.61
87	17187.61
88	17192.6
89	17594.5
90	17631.72
91	17876.77
92	17816.94
93	17918.99
94	17619.35
95	17877.79
96	17725.77
97	17754.82
98	17556.03
99	17516.43
100	17713.62
101	17136.3
102	17084.3
103	17127.66
104	16690.83
105	16884.6
106	17025.88
107	17395.53
108	17569.68
109	17683.98
110	17592.13
111	17628.06
112	17573.3
113	18013.98
114	17948.32
115	17974.27
116	18074.52
117	18082.21
118	18190.29
119	18119.59
120	18189.17
121	17910.36
122	17925.12
123	17918.48
124	18137.85
125	17923.9
126	18182.92
127	18291.62
128	18282.05
129	18342.94
130	18502.69
131	18315.59
132	18367.08
133	18373.61
134	18489.55
135	18540.01
136	18579.77
137	18276.65
138	18415.49
139	18518.61
140	18567.19
141	18712.75
142	18607.93
143	18095.15
144	18239.92
145	18179.98
146	18439.17
147	18983.47
148	19269.46
149	19286.78
150	19298.76
151	19281.4
152	19230.72
153	19107.65
154	18680.12
155	18791.81
156	18987.47
157	18966.14
158	18972.42
159	19003.65
160	19054.84
161	19174.3
162	19060.48
163	19218.17
164	19403.95
165	19480.91
166	19735.12
167	19700.26
168	19859.77
169	19736.69
170	19687.24
171	20034.89
172	19902.84
173	19926.72
174	20173.89
175	20109.06
176	19392.69
177	19372.77
178	19572.6
179	19764.88
180	20031.13
181	20020.36
182	19722.03
183	19486.79
184	19310.79
185	19280.79
186	19621.68
187	19864.98
188	19489.68
189	19478.88
190	19161.63
191	19088.1
192	19044.39
193	19511.23
194	19338.29
195	19630.2
196	19756.78
197	20009.34
198	20053.68
199	19954.3
200	19341.83
201	19733.59
202	19632.32
203	19681.75
204	19627.44
205	19391.96
206	19654.02
207	19692.33
208	19791.99
209	19523.4
210	19714.27
211	19643.86
212	19649.95
213	19945.64
214	20026.77
215	20041.26
216	20056.25
217	19962.36
218	19524.01
219	19286.93
220	19026.39
221	19075.26
222	18544.42
223	18847.28
224	18350.19
225	18285.16
226	18552.73
227	18069.26
228	18196.22
229	17468.32
230	17436.1
231	17648.45
232	17303.01
233	17754.09
234	17808.66
235	17504.12
236	17750.79
237	17691.63
238	17784.05
239	18188.59
240	18271.86
241	17899.02
242	17804.03
243	17322.99
244	17299.29
245	17449.89
246	17601.05
247	16550.61
248	15587.79
249	15603.26
250	15267.91
251	17124.97
